@relation sine1g

@attribute X numeric
@attribute Y numeric
@attribute C {FALSE,TRUE}

@data
0.157344,0.372299,FALSE
0.930459,0.498316,TRUE
0.82693,0.862676,FALSE
0.829343,0.433829,TRUE
0.71734,0.968606,FALSE
0.15636,0.123145,TRUE
0.835461,0.788073,FALSE
0.022725,0.008139,TRUE
0.919127,0.865414,FALSE
0.039019,0.012656,TRUE
0.70012,0.775748,FALSE
0.4433,0.003314,TRUE
0.313868,0.371449,FALSE
0.939436,0.622994,TRUE
0.823745,0.763187,FALSE
0.211154,0.148068,TRUE
0.091629,0.458295,FALSE
0.470275,0.394907,TRUE
0.050061,0.334982,FALSE
0.970998,0.645143,TRUE
0.783156,0.764663,FALSE
0.32399,0.013263,TRUE
0.611486,0.93578,FALSE
0.713018,0.486674,TRUE
0.335997,0.568827,FALSE
0.187537,0.076443,TRUE
0.396902,0.955755,FALSE
0.32267,0.184903,TRUE
0.815956,0.975633,FALSE
0.234432,0.014635,TRUE
0.625407,0.988814,FALSE
0.472411,0.453982,TRUE
0.4557,0.650428,FALSE
0.9283,0.510889,TRUE
0.720733,0.726705,FALSE
0.574454,0.057107,TRUE
0.920238,0.850659,FALSE
0.846615,0.546876,TRUE
0.398566,0.905381,FALSE
0.276981,0.246732,TRUE
0.519527,0.574566,FALSE
0.455332,0.362126,TRUE
0.316483,0.955946,FALSE
0.177495,0.0843,TRUE
0.515462,0.903381,FALSE
0.774367,0.538177,TRUE
0.295925,0.843159,FALSE
0.45517,0.183123,TRUE
0.392933,0.648576,FALSE
0.474449,0.43771,TRUE
0.103139,0.627361,FALSE
0.592226,0.186372,TRUE
0.186156,0.372444,FALSE
0.127856,0.064899,TRUE
0.981889,0.913778,FALSE
0.803677,0.617225,TRUE
0.869546,0.780176,FALSE
0.281507,0.117173,TRUE
0.042204,0.204064,FALSE
0.69018,0.343534,TRUE
0.762943,0.825493,FALSE
0.22361,0.20959,TRUE
0.333794,0.853653,FALSE
0.366406,0.171476,TRUE
0.177375,0.414436,FALSE
0.017762,0.00481,TRUE
0.844163,0.922707,FALSE
0.38144,0.123641,TRUE
0.005525,0.242621,FALSE
0.101618,0.035099,TRUE
0.434882,0.876904,FALSE
0.389867,0.030677,TRUE
0.595685,0.771655,FALSE
0.419139,0.29238,TRUE
0.248673,0.386694,FALSE
0.410751,0.097641,TRUE
0.899376,0.806768,FALSE
0.635715,0.355395,TRUE
0.723839,0.856105,FALSE
0.512911,0.466634,TRUE
0.644705,0.758556,FALSE
0.660391,0.290868,TRUE
0.697735,0.838767,FALSE
0.438273,0.266206,TRUE
0.611701,0.990978,FALSE
0.834844,0.067794,TRUE
0.080461,0.341437,FALSE
0.54819,0.233815,TRUE
0.696263,0.643465,FALSE
0.575022,0.073857,TRUE
0.318812,0.412753,FALSE
0.286757,0.093976,TRUE
0.813379,0.811107,FALSE
0.690905,0.406853,TRUE
0.336966,0.571757,FALSE
0.040728,0.004873,TRUE
0.908612,0.798544,FALSE
0.835351,0.058025,TRUE
0.648894,0.958863,FALSE
0.490393,0.142975,TRUE
0.172885,0.488916,FALSE
0.750379,0.127945,TRUE
0.981465,0.912407,FALSE
0.238756,0.215642,TRUE
0.927336,0.803897,FALSE
0.991512,0.687273,TRUE
0.042356,0.999947,FALSE
0.317952,0.052763,TRUE
0.863998,0.96685,FALSE
0.4698,0.180048,TRUE
0.966248,0.923728,FALSE
0.300891,0.245993,TRUE
0.086689,0.67777,FALSE
0.822789,0.048771,TRUE
0.725253,0.852072,FALSE
0.144025,0.000364,TRUE
0.484908,0.990579,FALSE
0.711248,0.452848,TRUE
0.092266,0.696375,FALSE
0.816134,0.700148,TRUE
0.222447,0.895135,FALSE
0.8389,0.180638,TRUE
0.156892,0.232912,FALSE
0.649366,0.096741,TRUE
0.75639,0.821973,FALSE
0.364452,0.217055,TRUE
0.931639,0.907121,FALSE
0.294533,0.017474,TRUE
0.345677,0.784326,FALSE
0.427573,0.366345,TRUE
0.612759,0.990793,FALSE
0.476357,0.168343,TRUE
0.668584,0.914688,FALSE
0.023,0.015062,TRUE
0.129286,0.4914,FALSE
0.871878,0.067516,TRUE
0.704402,0.704975,FALSE
0.750414,0.647032,TRUE
0.51619,0.617726,FALSE
0.582574,0.438108,TRUE
0.184551,0.672306,FALSE
0.476936,0.06421,TRUE
0.262839,0.91329,FALSE
0.814289,0.395198,TRUE
0.753981,0.860499,FALSE
0.409487,0.109695,TRUE
0.491364,0.818778,FALSE
0.024669,0.015552,TRUE
0.323415,0.882209,FALSE
0.225572,0.182896,TRUE
0.109769,0.164712,FALSE
0.899754,0.629819,TRUE
0.017336,0.786691,FALSE
0.170319,0.059374,TRUE
0.442754,0.610875,FALSE
0.947639,0.041682,TRUE
0.237063,0.369189,FALSE
0.995341,0.384087,TRUE
0.799252,0.857556,FALSE
0.555531,0.2117,TRUE
0.810287,0.867163,FALSE
0.088393,0.087885,TRUE
0.155683,0.212484,FALSE
0.787835,0.376902,TRUE
0.08365,0.455333,FALSE
0.059974,0.035058,TRUE
0.935299,0.923764,FALSE
0.678576,0.384546,TRUE
0.153895,0.73033,FALSE
0.520907,0.283839,TRUE
0.029178,0.52092,FALSE
0.419946,0.398692,TRUE
0.834133,0.837123,FALSE
0.879172,0.23924,TRUE
0.203734,0.29417,FALSE
0.81188,0.684022,TRUE
0.994079,0.872269,FALSE
0.09377,0.080988,TRUE
0.515432,0.940996,FALSE
0.050166,0.011293,TRUE
0.124217,0.972224,FALSE
0.855257,0.05,TRUE
0.294475,0.369647,FALSE
0.614124,0.568165,TRUE
0.114023,0.164428,FALSE
0.344566,0.129369,TRUE
0.174243,0.761441,FALSE
0.893084,0.404386,TRUE
0.060694,0.596297,FALSE
0.085905,0.002119,TRUE
0.944608,0.861203,FALSE
0.074734,0.033545,TRUE
0.634558,0.598424,FALSE
0.911259,0.426596,TRUE
0.424594,0.585455,FALSE
0.023935,0.017086,TRUE
0.25605,0.257755,FALSE
0.107312,0.056577,TRUE
0.127822,0.356765,FALSE
0.458569,0.077982,TRUE
0.278678,0.521845,FALSE
0.768213,0.137746,TRUE
0.573188,0.888395,FALSE
0.67569,0.060894,TRUE
0.337845,0.48734,FALSE
0.613357,0.073511,TRUE
0.194037,0.323222,FALSE
0.141481,0.086882,TRUE
0.13691,0.803388,FALSE
0.741748,0.362037,TRUE
0.391458,0.651831,FALSE
0.617592,0.307892,TRUE
0.679155,0.636445,FALSE
0.213017,0.105773,TRUE
0.225856,0.971531,FALSE
0.488291,0.362462,TRUE
0.313693,0.704453,FALSE
0.98538,0.519744,TRUE
0.186051,0.296372,FALSE
0.830822,0.372426,TRUE
0.824192,0.781619,FALSE
0.380165,0.063945,TRUE
0.915872,0.986584,FALSE
0.337826,0.205815,TRUE
0.674054,0.70783,FALSE
0.53981,0.4406,TRUE
0.644496,0.639738,FALSE
0.40912,0.174921,TRUE
0.453131,0.627,FALSE
0.078503,0.054536,TRUE
0.024439,0.266496,FALSE
0.347308,0.034053,TRUE
0.91039,0.810298,FALSE
0.827948,0.022414,TRUE
0.160805,0.532625,FALSE
0.773906,0.041748,TRUE
0.19075,0.657335,FALSE
0.302447,0.005396,TRUE
0.978267,0.987086,FALSE
0.790551,0.60825,TRUE
0.028415,0.616309,FALSE
0.269431,0.103996,TRUE
0.845564,0.951948,FALSE
0.89219,0.138535,TRUE
0.206491,0.723933,FALSE
0.367646,0.145633,TRUE
0.668793,0.848471,FALSE
0.884223,0.534856,TRUE
0.491411,0.72004,FALSE
0.328768,0.181587,TRUE
0.039131,0.480104,FALSE
0.573823,0.149241,TRUE
0.062267,0.884135,FALSE
0.004379,0.000159,TRUE
0.773542,0.994982,FALSE
0.987656,0.591469,TRUE
0.264421,0.420024,FALSE
0.53722,0.22526,TRUE
0.045369,0.2829,FALSE
0.948161,0.359606,TRUE
0.44537,0.444682,FALSE
0.304704,0.255773,TRUE
0.757771,0.730489,FALSE
0.254826,0.010514,TRUE
0.026298,0.104978,FALSE
0.483971,0.06294,TRUE
0.97905,0.978162,FALSE
0.452759,0.146083,TRUE
0.141417,0.972086,FALSE
0.492159,0.04272,TRUE
0.479797,0.994767,FALSE
0.313598,0.306107,TRUE
0.341229,0.745899,FALSE
0.074913,0.059195,TRUE
0.239577,0.269882,FALSE
0.557159,0.152213,TRUE
0.38286,0.670806,FALSE
0.108492,0.011229,TRUE
0.139773,0.582001,FALSE
0.039844,0.02168,TRUE
0.47153,0.835094,FALSE
0.485842,0.279859,TRUE
0.877782,0.930971,FALSE
0.630069,0.362141,TRUE
0.290186,0.402943,FALSE
0.942058,0.111194,TRUE
0.508223,0.63907,FALSE
0.142429,0.113905,TRUE
0.447266,0.464338,FALSE
0.820242,0.264531,TRUE
0.07503,0.14375,FALSE
0.275924,0.242428,TRUE
0.106081,0.338131,FALSE
0.985432,0.041344,TRUE
0.688612,0.768745,FALSE
0.247059,0.081421,TRUE
0.325919,0.685258,FALSE
0.77339,0.026919,TRUE
0.910537,0.980415,FALSE
0.835067,0.023939,TRUE
0.950437,0.990077,FALSE
0.10303,0.03647,TRUE
0.584179,0.883556,FALSE
0.390728,0.071242,TRUE
0.216207,0.654552,FALSE
0.42489,0.271127,TRUE
0.76241,0.796823,FALSE
0.35048,0.113382,TRUE
0.504496,0.543902,FALSE
0.770528,0.397098,TRUE
0.368484,0.420437,FALSE
0.121335,0.06462,TRUE
0.847793,0.900569,FALSE
0.747786,0.32865,TRUE
0.262569,0.572009,FALSE
0.642906,0.555281,TRUE
0.331654,0.924442,FALSE
0.303296,0.047695,TRUE
0.472268,0.699963,FALSE
0.67385,0.605076,TRUE
0.919976,0.963018,FALSE
0.425548,0.301009,TRUE
0.884724,0.996001,FALSE
0.909726,0.702439,TRUE
0.832458,0.972542,FALSE
0.792813,0.579586,TRUE
0.811915,0.830452,FALSE
0.532757,0.39212,TRUE
0.955872,0.84627,FALSE
0.257568,0.099844,TRUE
0.874254,0.98841,FALSE
0.766206,0.53167,TRUE
0.159475,0.989322,FALSE
0.454746,0.280356,TRUE
0.166474,0.250952,FALSE
0.383958,0.311144,TRUE
0.009561,0.633665,FALSE
0.83871,0.51484,TRUE
0.161209,0.772816,FALSE
0.219131,0.169688,TRUE
0.130225,0.980327,FALSE
0.608687,0.232235,TRUE
0.425489,0.984317,FALSE
0.659384,0.516768,TRUE
0.652514,0.719178,FALSE
0.729461,0.32265,TRUE
0.07143,0.411481,FALSE
0.82551,0.07772,TRUE
0.617171,0.589133,FALSE
0.356607,0.04853,TRUE
0.790494,0.757286,FALSE
0.770464,0.594923,TRUE
0.699642,0.855503,FALSE
0.888489,0.367836,TRUE
0.409109,0.974851,FALSE
0.735369,0.447969,TRUE
0.250767,0.49936,FALSE
0.701162,0.335751,TRUE
0.246124,0.6448,FALSE
0.318372,0.262562,TRUE
0.671643,0.886846,FALSE
0.794949,0.365849,TRUE
0.202055,0.40085,FALSE
0.334403,0.248237,TRUE
0.629768,0.733894,FALSE
0.443286,0.101363,TRUE
0.722707,0.977028,FALSE
0.922019,0.360633,TRUE
0.826843,0.762312,FALSE
0.686918,0.556821,TRUE
0.647436,0.75425,FALSE
0.726892,0.430262,TRUE
0.226325,0.501393,FALSE
0.583491,0.007747,TRUE
0.699078,0.779767,FALSE
0.486718,0.429055,TRUE
0.26803,0.929551,FALSE
0.978576,0.579142,TRUE
0.061215,0.84589,FALSE
0.355398,0.328138,TRUE
0.007369,0.562695,FALSE
0.057256,0.025632,TRUE
0.043653,0.096635,FALSE
0.451619,0.432245,TRUE
0.942425,0.951901,FALSE
0.036193,0.018597,TRUE
0.414412,0.660189,FALSE
0.317183,0.01568,TRUE
0.454179,0.927324,FALSE
0.18832,0.060345,TRUE
0.324155,0.354714,FALSE
0.000234,0.00022,TRUE
0.070544,0.887178,FALSE
0.351237,0.179523,TRUE
0.041588,0.823288,FALSE
0.835886,0.618186,TRUE
0.739861,0.903438,FALSE
0.288408,0.207942,TRUE
0.981316,0.876799,FALSE
0.265508,0.026959,TRUE
0.587532,0.779698,FALSE
0.2979,0.058122,TRUE
0.958483,0.849303,FALSE
0.971127,0.296436,TRUE
0.984165,0.933352,FALSE
0.918574,0.602869,TRUE
0.756465,0.977236,FALSE
0.227826,0.03294,TRUE
0.70496,0.745319,FALSE
0.379965,0.351106,TRUE
0.415563,0.80183,FALSE
0.878935,0.639509,TRUE
0.742721,0.825567,FALSE
0.619584,0.447012,TRUE
0.003246,0.84155,FALSE
0.453233,0.342757,TRUE
0.885344,0.790756,FALSE
0.476044,0.412091,TRUE
0.46478,0.617725,FALSE
0.929346,0.285832,TRUE
0.565877,0.688444,FALSE
0.069684,0.002596,TRUE
0.538918,0.697915,FALSE
0.24711,0.16486,TRUE
0.431227,0.880821,FALSE
0.677436,0.544982,TRUE
0.866849,0.934103,FALSE
0.427987,0.275068,TRUE
0.400537,0.939554,FALSE
0.123266,0.033758,TRUE
0.958503,0.835709,FALSE
0.658737,0.611859,TRUE
0.36963,0.665366,FALSE
0.398124,0.012077,TRUE
0.197177,0.567944,FALSE
0.394773,0.018458,TRUE
0.623032,0.964556,FALSE
0.565196,0.456338,TRUE
0.00346,0.028816,FALSE
0.34699,0.173271,TRUE
0.625597,0.852774,FALSE
0.032611,0.008808,TRUE
0.888963,0.968497,FALSE
0.061502,0.034007,TRUE
0.106556,0.322715,FALSE
0.278857,0.078409,TRUE
0.204289,0.730901,FALSE
0.197068,0.01876,TRUE
0.233424,0.753128,FALSE
0.781811,0.317728,TRUE
0.07706,0.253285,FALSE
0.487907,0.353971,TRUE
0.057611,0.517034,FALSE
0.072744,0.071361,TRUE
0.527533,0.556576,FALSE
0.53736,0.050287,TRUE
0.744696,0.947769,FALSE
0.837036,0.23853,TRUE
0.390738,0.871741,FALSE
0.27535,0.050837,TRUE
0.267035,0.702021,FALSE
0.529815,0.007493,TRUE
0.743155,0.801145,FALSE
0.986005,0.026631,TRUE
0.902893,0.952455,FALSE
0.7867,0.685312,TRUE
0.632132,0.919211,FALSE
0.294963,0.040991,TRUE
0.645452,0.709884,FALSE
0.054657,0.029995,TRUE
0.660003,0.807565,FALSE
0.232276,0.213386,TRUE
0.330548,0.775404,FALSE
0.361017,0.200312,TRUE
0.079211,0.625798,FALSE
0.16221,0.009708,TRUE
0.884057,0.973121,FALSE
0.232337,0.214453,TRUE
0.616058,0.811517,FALSE
0.928584,0.228707,TRUE
0.917814,0.929424,FALSE
0.968459,0.132165,TRUE
0.825097,0.735818,FALSE
0.501395,0.140238,TRUE
0.391704,0.589802,FALSE
0.089511,0.055022,TRUE
0.099267,0.61597,FALSE
0.560128,0.108393,TRUE
0.598914,0.71836,FALSE
0.614095,0.091961,TRUE
0.563185,0.667931,FALSE
0.45126,0.152705,TRUE
0.948252,0.820903,FALSE
0.549799,0.438618,TRUE
0.85208,0.973726,FALSE
0.219929,0.053793,TRUE
0.450557,0.669189,FALSE
0.155538,0.131515,TRUE
0.976527,0.860034,FALSE
0.833208,0.576962,TRUE
0.46402,0.869586,FALSE
0.336028,0.310561,TRUE
0.820855,0.798371,FALSE
0.202818,0.101948,TRUE
0.743478,0.820957,FALSE
0.919237,0.644401,TRUE
0.884812,0.896873,FALSE
0.506787,0.08793,TRUE
0.66193,0.766436,FALSE
0.967662,0.40918,TRUE
0.203791,0.279371,FALSE
0.24625,0.226048,TRUE
0.357805,0.810973,FALSE
0.413433,0.370222,TRUE
0.54551,0.660991,FALSE
0.752568,0.504497,TRUE
0.219568,0.406478,FALSE
0.699906,0.391432,TRUE
0.96532,0.853595,FALSE
0.5321,0.275057,TRUE
0.25051,0.685161,FALSE
0.521447,0.166798,TRUE
0.710707,0.915003,FALSE
0.230482,0.111344,TRUE
0.595752,0.665202,FALSE
0.833087,0.282465,TRUE
0.71075,0.844129,FALSE
0.837518,0.254536,TRUE
0.703937,0.985254,FALSE
0.574284,0.392761,TRUE
0.444211,0.731396,FALSE
0.607568,0.139113,TRUE
0.358342,0.790682,FALSE
0.886889,0.694836,TRUE
0.285231,0.309137,FALSE
0.574819,0.471596,TRUE
0.921646,0.906988,FALSE
0.975148,0.763002,TRUE
0.482133,0.496971,FALSE
0.555161,0.32845,TRUE
0.645244,0.70841,FALSE
0.057211,0.008028,TRUE
0.675641,0.724559,FALSE
0.212719,0.184599,TRUE
0.363183,0.610225,FALSE
0.889591,0.283062,TRUE
0.958676,0.866482,FALSE
0.357431,0.254309,TRUE
0.584744,0.5547,FALSE
0.435421,0.181059,TRUE
0.945113,0.99481,FALSE
0.712424,0.420952,TRUE
0.881385,0.97627,FALSE
0.194695,0.18061,TRUE
0.122189,0.332918,FALSE
0.89226,0.358041,TRUE
0.354309,0.77421,FALSE
0.778589,0.409085,TRUE
0.388231,0.659074,FALSE
0.138428,0.029934,TRUE
0.919432,0.949417,FALSE
0.52691,0.257113,TRUE
0.854542,0.762382,FALSE
0.945769,0.276619,TRUE
0.750471,0.984034,FALSE
0.891068,0.24701,TRUE
0.21238,0.570096,FALSE
0.352302,0.301918,TRUE
0.25518,0.458344,FALSE
0.088529,0.039131,TRUE
0.735772,0.728166,FALSE
0.642414,0.504015,TRUE
0.069995,0.853954,FALSE
0.35808,0.322358,TRUE
0.759918,0.770197,FALSE
0.915381,0.362651,TRUE
0.441932,0.756678,FALSE
0.614817,0.29924,TRUE
0.870395,0.780019,FALSE
0.761331,0.143045,TRUE
0.289919,0.88097,FALSE
0.174184,0.154606,TRUE
0.016621,0.626061,FALSE
0.132626,0.090742,TRUE
0.486737,0.729401,FALSE
0.737081,0.20195,TRUE
0.954791,0.91123,FALSE
0.408582,0.141306,TRUE
0.091065,0.358348,FALSE
0.085626,0.032274,TRUE
0.900187,0.974009,FALSE
0.225152,0.022607,TRUE
0.633473,0.994437,FALSE
0.130168,0.059922,TRUE
0.501363,0.823758,FALSE
0.413185,0.109823,TRUE
0.230226,0.364875,FALSE
0.44658,0.41037,TRUE
0.268424,0.342948,FALSE
0.206673,0.064146,TRUE
0.463146,0.738524,FALSE
0.681656,0.32427,TRUE
0.885036,0.892629,FALSE
0.192354,0.070306,TRUE
0.261042,0.795916,FALSE
0.091383,0.034759,TRUE
0.176768,0.857625,FALSE
0.528127,0.281693,TRUE
0.691271,0.828957,FALSE
0.67871,0.540386,TRUE
0.188928,0.911479,FALSE
0.61377,0.122246,TRUE
0.962572,0.851009,FALSE
0.001957,0.000414,TRUE
0.424365,0.756532,FALSE
0.00978,0.005499,TRUE
0.720664,0.959103,FALSE
0.041736,0.016699,TRUE
0.329137,0.436184,FALSE
0.795317,0.090172,TRUE
0.833594,0.759647,FALSE
0.148002,0.067561,TRUE
0.499337,0.814645,FALSE
0.190191,0.079635,TRUE
0.033959,0.928244,FALSE
0.344435,0.166247,TRUE
0.195461,0.640596,FALSE
0.102365,0.01812,TRUE
0.551868,0.827087,FALSE
0.555112,0.140753,TRUE
0.433951,0.581208,FALSE
0.881709,0.272496,TRUE
0.676861,0.999353,FALSE
0.017405,0.016848,TRUE
0.992073,0.997288,FALSE
0.602829,0.241965,TRUE
0.219496,0.780259,FALSE
0.827815,0.024176,TRUE
0.265572,0.99259,FALSE
0.267642,0.189138,TRUE
0.959159,0.91309,FALSE
0.496369,0.162923,TRUE
0.479504,0.84042,FALSE
0.698547,0.419908,TRUE
0.832749,0.978204,FALSE
0.964561,0.206228,TRUE
0.06575,0.884302,FALSE
0.027905,0.004707,TRUE
0.025456,0.314516,FALSE
0.578979,0.339859,TRUE
0.230096,0.446262,FALSE
0.608912,0.220406,TRUE
0.019645,0.646346,FALSE
0.2015,0.016333,TRUE
0.680392,0.997005,FALSE
0.978801,0.192137,TRUE
0.421467,0.616785,FALSE
0.666077,0.331609,TRUE
0.183004,0.927042,FALSE
0.856324,0.122926,TRUE
0.409308,0.65976,FALSE
0.272316,0.239999,TRUE
0.250106,0.623487,FALSE
0.858672,0.227874,TRUE
0.270035,0.546902,FALSE
0.238125,0.010943,TRUE
0.962327,0.92118,FALSE
0.429024,0.361525,TRUE
0.812402,0.822919,FALSE
0.691378,0.584068,TRUE
0.895823,0.83362,FALSE
0.420908,0.392703,TRUE
0.469513,0.905459,FALSE
0.535815,0.28287,TRUE
0.581976,0.870008,FALSE
0.84253,0.628176,TRUE
0.587048,0.980995,FALSE
0.030538,0.014414,TRUE
0.493087,0.956825,FALSE
0.700134,0.057715,TRUE
0.841778,0.837847,FALSE
0.303407,0.212512,TRUE
0.853205,0.789867,FALSE
0.887039,0.314143,TRUE
0.634895,0.63783,FALSE
0.304047,0.21217,TRUE
0.675294,0.724852,FALSE
0.862281,0.074785,TRUE
0.055793,0.203297,FALSE
0.688586,0.561193,TRUE
0.638241,0.611292,FALSE
0.404146,0.056205,TRUE
0.974078,0.842603,FALSE
0.98283,0.070097,TRUE
0.636028,0.700001,FALSE
0.882709,0.760081,TRUE
0.100197,0.515759,FALSE
0.814676,0.092533,TRUE
0.594757,0.698039,FALSE
0.807451,0.583454,TRUE
0.431004,0.460106,FALSE
0.951157,0.198058,TRUE
0.995784,0.875894,FALSE
0.92586,0.067203,TRUE
0.881599,0.852744,FALSE
0.771743,0.616927,TRUE
0.387428,0.905212,FALSE
0.245037,0.08604,TRUE
0.941134,0.859025,FALSE
0.214352,0.086181,TRUE
0.585468,0.945982,FALSE
0.396629,0.036798,TRUE
0.131984,0.497521,FALSE
0.341667,0.295703,TRUE
0.198577,0.711942,FALSE
0.579772,0.188241,TRUE
0.65671,0.975757,FALSE
0.2321,0.032011,TRUE
0.462927,0.504229,FALSE
0.767041,0.366238,TRUE
0.7848,0.833695,FALSE
0.628033,0.021253,TRUE
0.029237,0.049038,FALSE
0.003386,0.00044,TRUE
0.21913,0.509081,FALSE
0.276879,0.131329,TRUE
0.656369,0.97115,FALSE
0.69306,0.616494,TRUE
0.284545,0.694544,FALSE
0.063917,0.009113,TRUE
0.650332,0.685194,FALSE
0.359844,0.222279,TRUE
0.634957,0.604793,FALSE
0.319132,0.09895,TRUE
0.61629,0.914153,FALSE
0.68058,0.046214,TRUE
0.034592,0.371232,FALSE
0.070061,0.011849,TRUE
0.370669,0.796735,FALSE
0.179845,0.02421,TRUE
0.746524,0.926301,FALSE
0.676515,0.294731,TRUE
0.017397,0.107733,FALSE
0.238077,0.227901,TRUE
0.122538,0.568882,FALSE
0.352552,0.209336,TRUE
0.519575,0.788541,FALSE
0.977618,0.374193,TRUE
0.094101,0.374268,FALSE
0.291102,0.243903,TRUE
0.830026,0.822876,FALSE
0.023808,0.002392,TRUE
0.929858,0.935014,FALSE
0.849572,0.463157,TRUE
0.512032,0.854571,FALSE
0.1991,0.05527,TRUE
0.220783,0.742161,FALSE
0.154589,0.105863,TRUE
0.91733,0.798507,FALSE
0.750085,0.10941,TRUE
0.570606,0.691891,FALSE
0.486747,0.303782,TRUE
0.38768,0.737063,FALSE
0.987632,0.251177,TRUE
0.660685,0.926492,FALSE
0.324862,0.31839,TRUE
0.024792,0.666954,FALSE
0.577254,0.114167,TRUE
0.598672,0.847986,FALSE
0.512564,0.326294,TRUE
0.466241,0.571696,FALSE
0.036781,0.016277,TRUE
0.453204,0.5024,FALSE
0.471901,0.100896,TRUE
0.544478,0.785763,FALSE
0.964395,0.771194,TRUE
0.039006,0.803154,FALSE
0.671709,0.261069,TRUE
0.915256,0.962677,FALSE
0.116839,0.094674,TRUE
0.779622,0.71596,FALSE
0.598021,0.426209,TRUE
0.952981,0.839637,FALSE
0.452646,0.335535,TRUE
0.899852,0.908613,FALSE
0.753955,0.001057,TRUE
0.076064,0.231812,FALSE
0.079598,0.018347,TRUE
0.66336,0.78095,FALSE
0.717463,0.124962,TRUE
0.144858,0.38187,FALSE
0.738166,0.095041,TRUE
0.133989,0.763099,FALSE
0.171533,0.132796,TRUE
0.509872,0.592962,FALSE
0.064819,0.062016,TRUE
0.466465,0.505025,FALSE
0.605088,0.305634,TRUE
0.09524,0.104459,FALSE
0.614678,0.125699,TRUE
0.182431,0.870077,FALSE
0.956267,0.717501,TRUE
0.90188,0.889168,FALSE
0.683213,0.482299,TRUE
0.600233,0.777571,FALSE
0.904487,0.404547,TRUE
0.210119,0.464863,FALSE
0.964542,0.067869,TRUE
0.772034,0.899606,FALSE
0.849756,0.261465,TRUE
0.647828,0.848596,FALSE
0.697254,0.479331,TRUE
0.648891,0.9459,FALSE
0.346752,0.216087,TRUE
0.664491,0.792343,FALSE
0.065491,0.052231,TRUE
0.407542,0.573549,FALSE
0.50239,0.155219,TRUE
0.635679,0.954544,FALSE
0.803726,0.716297,TRUE
0.147794,0.994556,FALSE
0.76726,0.230305,TRUE
0.556459,0.798788,FALSE
0.636365,0.445736,TRUE
0.53929,0.830179,FALSE
0.913301,0.190362,TRUE
0.654108,0.675263,FALSE
0.38642,0.100016,TRUE
0.84439,0.766224,FALSE
0.970514,0.04634,TRUE
0.845113,0.805768,FALSE
0.493068,0.35947,TRUE
0.027976,0.165619,FALSE
0.705775,0.469274,TRUE
0.74883,0.930868,FALSE
0.294584,0.189995,TRUE
0.827419,0.78656,FALSE
0.467781,0.077981,TRUE
0.499578,0.892233,FALSE
0.488179,0.029885,TRUE
0.189585,0.213968,FALSE
0.442257,0.380663,TRUE
0.877619,0.991832,FALSE
0.495667,0.452545,TRUE
0.386658,0.508448,FALSE
0.083991,0.009442,TRUE
0.407304,0.852741,FALSE
0.74906,0.000881,TRUE
0.647129,0.809003,FALSE
0.124208,0.080776,TRUE
0.030235,0.392889,FALSE
0.663706,0.014868,TRUE
0.571175,0.780098,FALSE
0.349382,0.230203,TRUE
0.754004,0.959236,FALSE
0.10739,0.000702,TRUE
0.822567,0.957574,FALSE
0.676151,0.06604,TRUE
0.911188,0.994506,FALSE
0.079153,0.072605,TRUE
